ensembl	biotype	gene_id	chr	start	stop
ENSMUSG00000026037	protein_coding	Orc2	1	58519615	58561953
ENSMUSG00000026039	protein_coding	Sgol2	1	58052815	58082743
ENSMUSG00000026782	protein_coding	Abi2	1	60466539	60537999
ENSMUSG00000027520	protein_coding	Zdbf2	1	63319839	63361150
ENSMUSG00000038079	protein_coding	Als2cr4	1	59157438	59177203
ENSMUSG00000038174	protein_coding	Fam126b	1	58579650	58643167
ENSMUSG00000038242	protein_coding	Aox4	1	58267241	58325441
ENSMUSG00000038305	protein_coding	Spats2l	1	57831006	58005241
ENSMUSG00000040865	protein_coding	Ino80d	1	63004992	63161241
ENSMUSG00000041040	protein_coding	Fam117b	1	59969850	60042190
ENSMUSG00000041075	protein_coding	Fzd7	1	59538991	59543791
ENSMUSG00000044429	protein_coding	Cryga	1	65146963	65149947
ENSMUSG00000044689	lincRNA	Gm13749	1	64011301	64015573
ENSMUSG00000044816	protein_coding	D630023F18Rik	1	65147193	65169788
ENSMUSG00000045005	protein_coding	Fzd5	1	64777134	64784324
ENSMUSG00000046856	protein_coding	Gpr1	1	63229265	63261117
ENSMUSG00000047361	protein_coding	Gm973	1	59573108	59691352
ENSMUSG00000047383	protein_coding	Als2cr11	1	59053967	59060287
ENSMUSG00000047528	protein_coding	Als2cr12	1	58714961	58752833
ENSMUSG00000049439	protein_coding	Cyp20a1	1	60400167	60444904
ENSMUSG00000051223	protein_coding	Bzw1	1	58449980	58463392
ENSMUSG00000051344	protein_coding	Plekhm3	1	64832557	65003398
ENSMUSG00000052062	protein_coding	Pard3b	1	61685398	62688858
ENSMUSG00000054770	protein_coding	Kctd18	1	58011945	58075800
ENSMUSG00000059647	protein_coding	Gm10068	1	58703452	58705161
ENSMUSG00000063558	protein_coding	Aox1	1	58086775	58163257
ENSMUSG00000064294	protein_coding	Aox3	1	58169974	58257542
ENSMUSG00000064602	snoRNA	Snora41	1	63225578	63225709
ENSMUSG00000064612	snoRNA	SNORD51	1	63225254	63225326
ENSMUSG00000067299	protein_coding	Crygd	1	65108446	65110026
ENSMUSG00000067336	protein_coding	Bmpr2	1	59821481	59927703
ENSMUSG00000069085	protein_coding	Dytn	1	63669425	63733501
ENSMUSG00000070870	protein_coding	Cryge	1	65095128	65097723
ENSMUSG00000070871	protein_coding	Ccnyl1	1	64737029	64772218
ENSMUSG00000072295	protein_coding	Als2cr11	1	59107350	59151744
ENSMUSG00000073658	protein_coding	Crygb	1	65126804	65128862
ENSMUSG00000073664	protein_coding	Nbeal1	1	60237443	60395172
ENSMUSG00000077345	snoRNA	Snord70	1	59748778	59748864
ENSMUSG00000077358	snoRNA	SNORD70	1	59749353	59749436
ENSMUSG00000077471	snRNA	U1	1	65047881	65048036
ENSMUSG00000077616	snoRNA	SNORA17	1	59127832	59127962
ENSMUSG00000077884	miRNA	AC121892.1	1	190343232	190343322
ENSMUSG00000079550	protein_coding	Mpp4	1	59177780	59220233
ENSMUSG00000079554	protein_coding	Aox3l1	1	58335170	58436108
ENSMUSG00000080785	pseudogene	Gm11591	1	61253385	61254086
ENSMUSG00000080800	pseudogene	Gm11582	1	61005074	61005309
ENSMUSG00000080817	pseudogene	Gm13751	1	63891401	63892152
ENSMUSG00000081382	pseudogene	Rpl18-ps1	1	60957742	60958266
ENSMUSG00000081429	pseudogene	Gm11603	1	63120348	63120593
ENSMUSG00000081562	pseudogene	Gm11575	1	60579683	60579910
ENSMUSG00000081617	pseudogene	Gm11601	1	63084788	63085155
ENSMUSG00000081643	pseudogene	Gm11605	1	63411294	63411939
ENSMUSG00000081950	pseudogene	Gm11600	1	62703269	62704362
ENSMUSG00000082160	pseudogene	Gm11578	1	60649095	60649553
ENSMUSG00000082373	pseudogene	Gm13754	1	63964422	63982506
ENSMUSG00000082609	pseudogene	Gm15464	1	60174099	60174529
ENSMUSG00000082661	pseudogene	Gm11590	1	61178222	61180848
ENSMUSG00000082804	pseudogene	Rpl17-ps1	1	61132491	61133069
ENSMUSG00000083039	pseudogene	Gm11606	1	63404008	63404624
ENSMUSG00000083066	pseudogene	Gm12748	1	63718042	63718545
ENSMUSG00000083118	pseudogene	Gm11609	1	60849334	60850676
ENSMUSG00000083355	pseudogene	Gm11581	1	60865960	60866786
ENSMUSG00000084151	pseudogene	Gm11577	1	60757716	60758781
ENSMUSG00000084333	pseudogene	Gm11599	1	62707413	62708290
ENSMUSG00000084400	pseudogene	Gm11576	1	60593864	60594280
ENSMUSG00000084416	pseudogene	Rpl10a-ps1	1	65040498	65041205
ENSMUSG00000084799	lincRNA	Gm11602	1	63161045	63204864
ENSMUSG00000085019	antisense	Gm12747	1	62177769	62182683
ENSMUSG00000085054	lincRNA	Gm15834	1	58561992	58580074
ENSMUSG00000085248	lincRNA	Gm11587	1	61363480	61364590
ENSMUSG00000085400	antisense	Gm11610	1	62503299	62545835
ENSMUSG00000085447	lincRNA	9530026F06Rik	1	61435276	61452748
ENSMUSG00000085842	antisense	4930448K12Rik	1	61813989	61898114
ENSMUSG00000085965	processed_transcript	2310016D23Rik	1	60835687	60860634
ENSMUSG00000086009	antisense	4930587A21Rik	1	61663517	61667723
ENSMUSG00000086408	lincRNA	Gm11588	1	61496945	61526319
ENSMUSG00000086721	pseudogene	Gm13750	1	64196775	64197239
ENSMUSG00000086730	lincRNA	Gm11607	1	63246887	63254188
ENSMUSG00000086795	lincRNA	Gm11579	1	60833509	60838678
ENSMUSG00000086836	antisense	Gm13748	1	64125228	64137356
ENSMUSG00000087213	antisense	2810408I11Rik	1	64726445	64737233
ENSMUSG00000087561	antisense	Gm11608	1	63313422	63319694
ENSMUSG00000087823	snRNA	U6	1	63622062	63622164
ENSMUSG00000088953	snoRNA	SNORA17	1	63079280	63079393
ENSMUSG00000088973	miRNA	AL683804.1	1	60670542	60670647
ENSMUSG00000089093	snoRNA	Snord11	1	59761633	59761718
ENSMUSG00000089275	snoRNA	SNORA17	1	58211825	58211932
ENSMUSG00000089276	misc_RNA	7SK	1	59683424	59683508
ENSMUSG00000089512	snoRNA	SNORD11	1	59761105	59761179
ENSMUSG00000089546	snRNA	U6	1	61527285	61527387
ENSMUSG00000089822	antisense	Gm15759	1	58310961	58372500
ENSMUSG00000090042	pseudogene	Gm8550	1	65074654	65075306
ENSMUSG00000091283	antisense	Gm17234	1	57966679	57973955
ENSMUSG00000092705	miRNA	AL669947.1	1	63319800	63319937
ENSMUSG00000093228	miRNA	AC167197.1	1	64442908	64442977
ENSMUSG00000006299	protein_coding	Aamp	1	74326421	74331254
ENSMUSG00000006301	protein_coding	Tmbim1	1	74334821	74352196
ENSMUSG00000006304	protein_coding	Arpc2	1	74283071	74314783
ENSMUSG00000006538	protein_coding	Ihh	1	74991891	74998246
ENSMUSG00000006542	protein_coding	Prkag3	1	74786073	74795795
ENSMUSG00000006546	protein_coding	Cryba2	1	74936508	74939717
ENSMUSG00000015222	protein_coding	Mtap2	1	66221847	66489157
ENSMUSG00000025945	protein_coding	Crygf	1	65973096	65974881
ENSMUSG00000025946	protein_coding	Pth2r	1	65328630	65435818
ENSMUSG00000025949	protein_coding	Pikfyve	1	65233324	65320586
ENSMUSG00000025950	protein_coding	Idh1	1	65205190	65233053
ENSMUSG00000025991	protein_coding	Cps1	1	67169600	67277833
ENSMUSG00000025997	protein_coding	Ikzf2	1	69577788	69732534
ENSMUSG00000026000	protein_coding	Lancl1	1	67047091	67085446
ENSMUSG00000026003	protein_coding	Acadl	1	66877413	66909851
ENSMUSG00000026004	protein_coding	1110028C15Rik	1	66765817	66864169
ENSMUSG00000026005	protein_coding	Rpe	1	66747405	66766379
ENSMUSG00000026135	protein_coding	Zfp142	1	74611701	74634820
ENSMUSG00000026162	protein_coding	Nhej1	1	75013713	75093213
ENSMUSG00000026167	protein_coding	Wnt10a	1	74838090	74850753
ENSMUSG00000026170	protein_coding	Cyp27a1	1	74760148	74784464
ENSMUSG00000026171	protein_coding	Rnf25	1	74640322	74647971
ENSMUSG00000026172	protein_coding	Bcs1l	1	74634863	74639017
ENSMUSG00000026173	protein_coding	Plcd4	1	74589462	74614368
ENSMUSG00000026174	protein_coding	Rqcd1	1	74552632	74577418
ENSMUSG00000026175	protein_coding	Vil1	1	74455950	74482133
ENSMUSG00000026176	protein_coding	Ctdsp1	1	74438083	74443859
ENSMUSG00000026177	protein_coding	Slc11a1	1	74421777	74432636
ENSMUSG00000026179	protein_coding	Pnkd	1	74331504	74400268
ENSMUSG00000026180	protein_coding	Cxcr2	1	74200563	74207812
ENSMUSG00000026182	protein_coding	Tnp1	1	73061657	73062473
ENSMUSG00000026185	protein_coding	Igfbp5	1	72904506	72921458
ENSMUSG00000026187	protein_coding	Xrcc5	1	72353995	72441526
ENSMUSG00000026188	protein_coding	Tmem169	1	72330943	72349678
ENSMUSG00000026189	protein_coding	Pecr	1	72305741	72330888
ENSMUSG00000026192	protein_coding	Atic	1	71603724	71626205
ENSMUSG00000026193	protein_coding	Fn1	1	71632094	71699774
ENSMUSG00000026196	protein_coding	Bard1	1	71074072	71149720
ENSMUSG00000026197	protein_coding	Zfand2b	1	75165220	75168203
ENSMUSG00000026198	protein_coding	Abcb6	1	75168291	75176966
ENSMUSG00000026205	protein_coding	Slc23a3	1	75122117	75130464
ENSMUSG00000033124	protein_coding	Atg9a	1	75177440	75188497
ENSMUSG00000033159	protein_coding	1810031K17Rik	1	75131128	75139271
ENSMUSG00000033227	protein_coding	Wnt6	1	74818466	74831893
ENSMUSG00000033257	protein_coding	Ttll4	1	74708319	74748406
ENSMUSG00000033276	protein_coding	Stk36	1	74648019	74683468
ENSMUSG00000033364	protein_coding	Usp37	1	74482084	74590860
ENSMUSG00000039323	protein_coding	Igfbp2	1	72871077	72899048
ENSMUSG00000039342	protein_coding	Ankar	1	72689554	72747138
ENSMUSG00000039354	protein_coding	Smarcal1	1	72629825	72679708
ENSMUSG00000039372	protein_coding	March4	1	72473686	72583504
ENSMUSG00000039395	protein_coding	Mreg	1	72205807	72258881
ENSMUSG00000044816	protein_coding	D630023F18Rik	1	65147193	65169788
ENSMUSG00000045648	protein_coding	Vwc2l	1	70772289	70931971
ENSMUSG00000046330	protein_coding	Rpl37a	1	72757834	72760383
ENSMUSG00000047021	protein_coding	Ccdc108	1	74948645	74982173
ENSMUSG00000048480	protein_coding	Cxcr1	1	74238359	74241205
ENSMUSG00000049339	protein_coding	Fam134a	1	75139360	75144483
ENSMUSG00000050296	protein_coding	Abca12	1	71289664	71461484
ENSMUSG00000053153	protein_coding	Spag16	1	69873562	70771706
ENSMUSG00000055197	protein_coding	Fev	1	74928083	74931993
ENSMUSG00000055322	protein_coding	Tns1	1	73956805	74171021
ENSMUSG00000055567	protein_coding	Unc80	1	66514941	66746440
ENSMUSG00000059483	pseudogene	Rpl21-ps1	1	186441127	186441609
ENSMUSG00000061815	protein_coding	Rufy4	1	74172115	74194797
ENSMUSG00000061816	protein_coding	Myl1	1	66970869	66991978
ENSMUSG00000062209	protein_coding	Erbb4	1	68078760	69154633
ENSMUSG00000064272	protein_coding	Gpbar1	1	74325124	74326198
ENSMUSG00000065468	miRNA	Mir26b	1	74440884	74440968
ENSMUSG00000065616	miRNA	Mir375	1	74947226	74947300
ENSMUSG00000065694	snRNA	U1	1	66482656	66482806
ENSMUSG00000073650	protein_coding	Gm216	1	74408682	74415895
ENSMUSG00000073652	protein_coding	Apol7d	1	71699411	71709417
ENSMUSG00000073656	lincRNA	Gm10558	1	66368850	66375370
ENSMUSG00000075952	snRNA	U6	1	70643389	70643495
ENSMUSG00000077328	snoRNA	SNORA17	1	66913371	66913500
ENSMUSG00000077745	snoRNA	SNORA17	1	67303798	67303926
ENSMUSG00000080524	snRNA	U6atac	1	70001578	70001703
ENSMUSG00000080539	snRNA	U6atac	1	68431516	68431609
ENSMUSG00000081623	pseudogene	Gm8809	1	66078757	66079499
ENSMUSG00000082057	pseudogene	Gm15789	1	66830487	66833019
ENSMUSG00000082212	pseudogene	Gm15826	1	66998403	67000043
ENSMUSG00000082473	pseudogene	Kif22-ps	1	67631627	67633610
ENSMUSG00000082565	pseudogene	Gm5255	1	65597038	65597811
ENSMUSG00000082769	pseudogene	Gm15793	1	66895632	66896266
ENSMUSG00000082774	pseudogene	Gm8805	1	65599256	65599568
ENSMUSG00000083242	pseudogene	Gm15659	1	66079659	66079999
ENSMUSG00000083289	pseudogene	Gm8812	1	66109539	66109950
ENSMUSG00000083795	pseudogene	Gm15670	1	68339854	68340300
ENSMUSG00000084332	pseudogene	Gm8840	1	69177488	69177873
ENSMUSG00000085075	lincRNA	Gm15669	1	67839055	67851898
ENSMUSG00000085812	pseudogene	Gm15843	1	72506073	72506601
ENSMUSG00000086204	lincRNA	Gm15668	1	67295774	67370183
ENSMUSG00000087329	antisense	Gm15671	1	68051660	68072470
ENSMUSG00000087514	sense_intronic	Gm16076	1	69138487	69153314
ENSMUSG00000087820	miRNA	Mir1928	1	74253128	74253194
ENSMUSG00000088666	rRNA	5S_rRNA	1	73810284	73810409
ENSMUSG00000088850	snoRNA	SNORA26	1	66352463	66352599
ENSMUSG00000089345	misc_RNA	7SK	1	69968047	69968321
ENSMUSG00000089420	snRNA	U7	1	3773818	3773879
ENSMUSG00000089653	antisense	Gm15841	1	74948945	74954227
ENSMUSG00000089964	processed_transcript	Gm16582	1	74897469	74926527
ENSMUSG00000089965	pseudogene	Gm16236	1	71086226	71086604
ENSMUSG00000090071	protein_coding	Cdk5r2	1	74901508	74904005
ENSMUSG00000093155	miRNA	AC117610.1	1	74633470	74633546
ENSMUSG00000004364	protein_coding	Cul3	1	80261498	80337055
ENSMUSG00000004872	protein_coding	Pax3	1	78097842	78193709
ENSMUSG00000006576	protein_coding	Slc4a3	1	75542841	75558747
ENSMUSG00000012187	protein_coding	Mogat1	1	78507566	78534748
ENSMUSG00000022591	protein_coding	Gm9747	1	82229687	82232508
ENSMUSG00000026142	protein_coding	Rhbdd1	1	82313027	82441941
ENSMUSG00000026149	protein_coding	Tm4sf20	1	82753224	82765036
ENSMUSG00000026150	protein_coding	Mff	1	82721465	82748969
ENSMUSG00000026159	protein_coding	Agfg1	1	82836058	82892850
ENSMUSG00000026163	protein_coding	Sphkap	1	83250714	83404775
ENSMUSG00000026166	protein_coding	Ccl20	1	83113341	83115742
ENSMUSG00000026199	processed_transcript	Ankzf1	1	75188709	75195962
ENSMUSG00000026200	protein_coding	Glb1l	1	75194818	75207353
ENSMUSG00000026201	protein_coding	Stk16	1	75207413	75212181
ENSMUSG00000026202	protein_coding	Tuba4a	1	75211549	75215828
ENSMUSG00000026203	protein_coding	Dnajb2	1	75233040	75241379
ENSMUSG00000026204	protein_coding	Ptprn	1	75243616	75260783
ENSMUSG00000026207	protein_coding	Speg	1	75371872	75428895
ENSMUSG00000026208	protein_coding	Des	1	75356904	75365154
ENSMUSG00000026209	protein_coding	Dnpep	1	75304471	75314212
ENSMUSG00000026211	protein_coding	Obsl1	1	75475885	75503027
ENSMUSG00000026213	protein_coding	Stk11ip	1	75518104	75533910
ENSMUSG00000026219	protein_coding	Trip12	1	84717764	84835879
ENSMUSG00000026220	protein_coding	Slc16a14	1	84902473	84931700
ENSMUSG00000026235	protein_coding	Epha4	1	77363760	77511663
ENSMUSG00000026245	protein_coding	Farsb	1	78414533	78485434
ENSMUSG00000026248	protein_coding	Mrpl44	1	79772593	79778020
ENSMUSG00000026249	protein_coding	Serpine2	1	79790772	79855271
ENSMUSG00000032883	protein_coding	Acsl3	1	78654400	78703562
ENSMUSG00000032908	protein_coding	Sgpp2	1	78306921	78416861
ENSMUSG00000032968	protein_coding	Inha	1	75503652	75506941
ENSMUSG00000032997	protein_coding	Chpf	1	75471144	75476046
ENSMUSG00000033007	protein_coding	Accn4	1	75447011	75470918
ENSMUSG00000033021	protein_coding	Gmppa	1	75432505	75439754
ENSMUSG00000033061	protein_coding	Resp18	1	75268774	75274990
ENSMUSG00000033124	protein_coding	Atg9a	1	75177440	75188497
ENSMUSG00000036766	protein_coding	Dner	1	84366416	84692796
ENSMUSG00000038496	protein_coding	Slc19a3	1	83009098	83035023
ENSMUSG00000038608	protein_coding	Dock10	1	80497648	80755128
ENSMUSG00000043230	protein_coding	Fam124b	1	80195281	80215048
ENSMUSG00000045658	protein_coding	Pid1	1	84032868	84360755
ENSMUSG00000047330	protein_coding	Kcne4	1	78813502	78816599
ENSMUSG00000050711	protein_coding	Scg2	1	79431244	79436665
ENSMUSG00000051703	protein_coding	Tmem198	1	75476107	75482280
ENSMUSG00000052477	protein_coding	C130026I21Rik	1	84989265	85267141
ENSMUSG00000053161	protein_coding	Wdr69	1	83156327	83207149
ENSMUSG00000054702	protein_coding	Ap1s3	1	79603451	79668547
ENSMUSG00000054976	protein_coding	9430031J16Rik	1	81073525	81338339
ENSMUSG00000055980	protein_coding	Irs1	1	82229676	82287991
ENSMUSG00000061852	pseudogene	Gm7582	1	85024529	85038533
ENSMUSG00000064281	pseudogene	Rpl19-ps1	1	85008680	85009362
ENSMUSG00000065055	rRNA	n-R5s213	1	82631588	82631685
ENSMUSG00000065215	snRNA	U1	1	77894858	77895021
ENSMUSG00000067106	pseudogene	Gm5529	1	79919111	79920082
ENSMUSG00000067158	protein_coding	Col4a4	1	82447298	82583424
ENSMUSG00000072109	antisense	A530040E14Rik	1	85102521	85110610
ENSMUSG00000072978	protein_coding	Gm5830	1	78964212	78964654
ENSMUSG00000073631	pseudogene	Gm10553	1	85096739	85097110
ENSMUSG00000073633	protein_coding	Fbxo36	1	84836416	84897062
ENSMUSG00000073643	protein_coding	Wdfy1	1	79698837	79772718
ENSMUSG00000077736	snoRNA	SNORA17	1	83918493	83918616
ENSMUSG00000077782	snoRNA	SNORA17	1	79510314	79510439
ENSMUSG00000079140	pseudogene	Gm6374	1	83311088	83311875
ENSMUSG00000079455	pseudogene	Gm16026	1	85263273	85286414
ENSMUSG00000079457	pseudogene	Gm7609	1	85196188	85210361
ENSMUSG00000079465	protein_coding	Col4a3	1	82583496	82718634
ENSMUSG00000079470	protein_coding	Utp14b	1	78654613	78664163
ENSMUSG00000082012	pseudogene	Gm5257	1	75632965	75633754
ENSMUSG00000082059	pseudogene	Gm15183	1	75538786	75539133
ENSMUSG00000082528	pseudogene	Gm15182	1	75621229	75622904
ENSMUSG00000082745	pseudogene	Gm15181	1	75510682	75510858
ENSMUSG00000083244	pseudogene	Gm15180	1	75564658	75565149
ENSMUSG00000084443	rRNA	n-R5s214	1	83213246	83213366
ENSMUSG00000085653	antisense	Gm15179	1	75364787	75371587
ENSMUSG00000086053	antisense	Gm15178	1	75388706	75392938
ENSMUSG00000087008	pseudogene	Gm5530	1	81738560	81739544
ENSMUSG00000089326	rRNA	5S_rRNA	1	77141328	77141421
ENSMUSG00000089716	pseudogene	Gm6264	1	85156339	85190835
ENSMUSG00000089844	protein_coding	A530032D15Rik	1	85079644	85106428
ENSMUSG00000089976	pseudogene	Gm2389	1	85057729	85059217
ENSMUSG00000090128	pseudogene	Gm16038	1	85111894	85113812
ENSMUSG00000090186	pseudogene	Gm7592	1	87423175	87465775
ENSMUSG00000090252	antisense	Gm16028	1	85243426	85252040
ENSMUSG00000090486	protein_coding	BC035947	1	78494381	78508538
ENSMUSG00000090637	protein_coding	Gm6189	1	80379679	80381763
ENSMUSG00000093254	miRNA	Mir5126	1	84692414	84692490
ENSMUSG00000093782	miRNA	AC138214.1	1	82836021	82836073
ENSMUSG00000005501	protein_coding	Usp40	1	89841696	89905126
ENSMUSG00000026222	protein_coding	Sp100	1	87546563	87606573
ENSMUSG00000026223	protein_coding	Itm2c	1	87790856	87805250
ENSMUSG00000026224	protein_coding	4933407L21Rik	1	87825058	87837199
ENSMUSG00000026226	protein_coding	Spata3	1	87913391	87926533
ENSMUSG00000026227	protein_coding	2810459M11Rik	1	87942438	87952031
ENSMUSG00000026228	protein_coding	Htr2b	1	87995601	88008545
ENSMUSG00000026229	protein_coding	Psmd1	1	87960962	88059363
ENSMUSG00000026234	protein_coding	Ncl	1	88241294	88256030
ENSMUSG00000026237	protein_coding	Nmur1	1	88282817	88284737
ENSMUSG00000026238	protein_coding	Ptma	1	88423311	88427273
ENSMUSG00000026239	protein_coding	Pde6d	1	88439569	88479204
ENSMUSG00000026240	protein_coding	Cops7b	1	88479479	88503553
ENSMUSG00000026241	protein_coding	Nppc	1	88562866	88567147
ENSMUSG00000026246	protein_coding	Alppl2	1	88983265	88986503
ENSMUSG00000026247	protein_coding	Ecel1	1	89044230	89053096
ENSMUSG00000026251	protein_coding	Chrnd	1	89087227	89096644
ENSMUSG00000026253	protein_coding	Chrng	1	89102386	89108410
ENSMUSG00000026254	protein_coding	Eif4e2	1	89110489	89137063
ENSMUSG00000026255	protein_coding	Efhd1	1	89160938	89207414
ENSMUSG00000026258	protein_coding	3110079O15Rik	1	89366839	89372034
ENSMUSG00000026259	protein_coding	Ngef	1	89373409	89470445
ENSMUSG00000026288	protein_coding	Inpp5d	1	89516887	89617082
ENSMUSG00000026289	protein_coding	Atg16l1	1	89652445	89689003
ENSMUSG00000026295	protein_coding	Spp2	1	90303536	90323013
ENSMUSG00000026301	protein_coding	Iqca	1	91938707	92049976
ENSMUSG00000026303	protein_coding	Mlph	1	92811662	92847719
ENSMUSG00000026304	protein_coding	Rab17	1	92854710	92866238
ENSMUSG00000026305	protein_coding	Lrrfip1	1	92895304	93025521
ENSMUSG00000026307	protein_coding	Scly	1	93194915	93217652
ENSMUSG00000026308	protein_coding	Klhl30	1	93247593	93258993
ENSMUSG00000034343	protein_coding	Ube2f	1	93146888	93185454
ENSMUSG00000034353	protein_coding	Ramp1	1	93076399	93121773
ENSMUSG00000034432	protein_coding	Cops8	1	92500000	92509916
ENSMUSG00000034486	protein_coding	Gbx2	1	91824537	91829865
ENSMUSG00000036206	protein_coding	Sh3bp4	1	90966990	91051643
ENSMUSG00000036251	protein_coding	Trpm8	1	90174236	90285868
ENSMUSG00000036480	lincRNA	Prss56	1	89083240	89084978
ENSMUSG00000036500	protein_coding	Akp3	1	89021583	89024487
ENSMUSG00000036574	pseudogene	1700019O17Rik	1	88322946	88324538
ENSMUSG00000036707	protein_coding	Cab39	1	87690016	87748151
ENSMUSG00000044337	protein_coding	Cxcr7	1	92100555	92113326
ENSMUSG00000044783	protein_coding	Hjurp	1	90155690	90174208
ENSMUSG00000048000	protein_coding	Gigyf2	1	89223573	89347371
ENSMUSG00000048126	protein_coding	Col6a3	1	92663435	92740529
ENSMUSG00000049515	protein_coding	Espnl	1	93218652	93244883
ENSMUSG00000049608	protein_coding	Gpr55	1	87836112	87857630
ENSMUSG00000049866	protein_coding	Arl4c	1	90569700	90598796
ENSMUSG00000052760	protein_coding	A630001G21Rik	1	87613658	87675218
ENSMUSG00000053333	protein_coding	Dis3l2	1	88600379	88946672
ENSMUSG00000054545	protein_coding	Ugt1a6a	1	89999827	90116577
ENSMUSG00000055013	protein_coding	Agap1	1	91351381	91791857
ENSMUSG00000056055	protein_coding	Sag	1	89700255	89741733
ENSMUSG00000056128	protein_coding	Gm9991	1	92571736	92576368
ENSMUSG00000062310	protein_coding	Glrp1	1	90397698	90406461
ENSMUSG00000062590	protein_coding	Armc9	1	88051355	88174859
ENSMUSG00000064414	rRNA	n-R5s215	1	87571457	87571560
ENSMUSG00000064696	snoRNA	SNORD20	1	88248583	88248662
ENSMUSG00000064823	snoRNA	Snord82	1	88252836	88252905
ENSMUSG00000064837	snoRNA	Snora75	1	88247744	88247876
ENSMUSG00000067081	protein_coding	Asb18	1	91849166	91911241
ENSMUSG00000070031	protein_coding	Sp140	1	87496953	87541612
ENSMUSG00000070034	protein_coding	Sp110	1	87473474	87495392
ENSMUSG00000070732	protein_coding	Rbm44	1	93041680	93067372
ENSMUSG00000070738	protein_coding	Dgkd	1	89749862	89841064
ENSMUSG00000073627	lincRNA	C130036L24Rik	1	88256149	88270366
